Customer ID,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Month_13
Customer 490,29.04,29.1,37.52,35.38,33.47,26.3,39.36,28.71,28.1,27.77,30.96,21.54,1.14
Customer 491,14.45,15.33,19.32,26.38,12.97,26.99,28.92,33.34,24.82,26.71,42.3,20.38,0
Customer 492,20.79,32.24,24.47,24.84,16.7,45.31,25.67,6.29,23.1,39.52,24.2,26.03,0
Customer 493,19.5,14.86,18.77,30,15.2,35.54,38.51,24.63,24.42,28,26.09,23.02,0
Customer 494,30.68,27.13,27.84,23.43,32.64,19.31,35.09,20.77,18.31,18.19,20.18,27.6,0
Customer 495,38.47,24.51,21.2,14.03,18.99,17.8,30.3,13.82,26.59,19.09,32.26,28.18,2.48
Customer 496,24.49,13.18,21.1,21.88,25.99,18.3,34.07,24.57,34.76,24.61,18.58,21.05,0
Customer 497,28.45,19.09,38.17,31.52,48.3,17.63,19.59,25.55,14.84,32.1,32.83,29.47,2.96
Customer 498,33.82,20.39,30.72,22.3,20.72,36.02,25.08,5.29,38.57,26.31,31.34,25.3,1.7
Customer 499,20.13,31.21,25.97,37.72,16.19,43.3,28.31,11.96,24.19,29.25,35.22,12.31,1.47
Customer 500,32.66,15.82,13.69,28.75,12.79,13.34,18.2,21.34,15.23,22.96,51.86,27.2,1.88
